order_item_id,order_id,product_id,quantity
1,1001,1,2
2,1002,1,1
3,1003,7,1
4,1004,23,2
5,1004,25,1
6,1005,5,1
7,1005,4,1
8,1006,11,2
9,1006,12,1
10,1007,9,1
11,1008,19,2
12,1008,17,1
13,1008,25,3
14,1009,16,1
15,1010,5,1
16,1011,4,1
17,1011,35,1
18,1012,18,1
19,1013,6,1
20,1013,10,1
21,1014,19,1
22,1015,2,1
23,1015,4,2
24,1015,33,2
25,1016,12,1
26,1016,15,1
27,1017,26,1
28,1017,27,1
29,1017,30,1
30,1017,29,1
31,1018,8,1
32,1018,24,2
33,1019,14,2
34,1019,15,1
35,1020,6,1
36,1020,10,1
37,1021,1,1
38,1022,3,1
39,1022,33,2
40,1022,34,1
41,1023,17,1
42,1024,21,2
43,1024,24,2
44,1025,20,1
45,1025,17,1
46,1025,35,1
47,1026,5,1
48,1026,33,1
49,1026,34,2
50,1027,8,1
51,1027,24,1
52,1027,22,1
53,1028,29,1
54,1028,27,2
55,1028,26,2
56,1028,28,2
57,1029,7,1
58,1029,34,1
59,1030,6,1
60,1030,9,1
61,1030,23,1
62,1031,9,1
63,1032,11,1
64,1032,14,2
65,1032,15,1
66,1033,2,1
67,1033,4,1
68,1033,35,2
69,1034,1,1
70,1035,25,1
71,1035,23,1
72,1035,28,1
73,1036,20,1
74,1036,17,1
75,1037,8,1
76,1037,21,2
77,1037,25,1
78,1038,5,1
79,1039,18,1
80,1040,19,1
81,1040,16,1
82,1040,17,1
83,1041,11,2
84,1041,12,1
85,1042,1,1
86,1042,4,1
87,1042,5,1
88,1042,32,1
89,1043,13,1
90,1043,14,1
91,1044,3,1
92,1044,35,1
93,1044,9,2
94,1045,20,1
95,1045,25,1
96,1046,5,1
97,1046,26,1
98,1046,27,1
99,1046,29,1
100,1047,17,1
101,1048,16,1
102,1049,10,1
103,1049,9,1
104,1050,2,1
105,1050,1,1
106,1050,17,1
107,1050,14,1
108,1051,21,1
109,1051,25,2
110,1052,6,1
111,1052,10,1
112,1052,24,1
113,1053,1,1
114,1054,5,1
115,1054,1,2
116,1054,35,1
117,1055,19,1
118,1055,17,1
119,1055,12,1
120,1056,31,1
121,1057,6,1
122,1057,9,2
123,1057,27,2
124,1057,34,1
125,1058,20,1
126,1058,12,1
127,1059,4,1
128,1059,1,1
129,1059,25,1
130,1059,35,1
131,1060,28,2
132,1060,25,1
133,1061,2,1
134,1061,33,2
135,1061,1,1
136,1062,19,1
137,1063,16,1
138,1063,18,1
139,1063,25,1
140,1064,5,1
141,1064,26,2
142,1064,7,1
143,1064,34,2
144,1065,9,1
145,1066,8,1
146,1066,10,1
147,1066,24,1
148,1067,1,1
149,1067,5,1
150,1067,32,2
151,1067,33,1
152,1068,6,1
153,1068,9,2
154,1068,27,2
155,1069,11,2
156,1069,13,1
157,1070,3,1
158,1070,1,2
159,1070,5,1
160,1071,15,1
161,1071,25,1
162,1071,12,1
163,1072,5,1
164,1072,16,1
165,1072,19,1
166,1072,35,1
167,1073,1,1
168,1073,10,1
169,1073,23,1
170,1074,17,1
171,1074,18,1
172,1074,19,1
173,1075,5,1
174,1075,26,2
175,1075,27,2
176,1075,29,1
177,1076,1,1
178,1077,20,1
179,1077,5,1
180,1077,31,1
181,1077,33,1
182,1078,16,1
183,1079,31,1
184,1079,25,1
185,1079,28,1
186,1079,12,2
187,1080,3,1
188,1080,1,2
189,1080,35,2
190,1081,8,1
191,1081,24,2
192,1081,25,1
193,1082,20,1
194,1082,17,1
195,1082,35,1
196,1082,23,1
197,1083,5,1
198,1083,26,2
199,1083,27,1
200,1083,30,1
201,1084,1,1
202,1085,6,1
203,1085,9,2
204,1085,27,2
205,1085,34,1
206,1086,11,1
207,1086,15,2
208,1087,2,1
209,1087,1,2
210,1087,5,1
211,1087,33,2
212,1088,3,1
213,1088,4,1
214,1088,35,2
215,1089,2,1
216,1089,7,1
217,1089,5,1
218,1090,20,1
219,1090,1,1
220,1090,17,1
221,1090,19,1
222,1091,3,1
223,1091,5,1
224,1091,1,1
225,1091,32,1
226,1092,16,1
227,1092,5,1
228,1092,34,2
229,1092,33,2
230,1093,6,1
231,1093,10,1
232,1093,9,1
233,1093,23,1
234,1094,3,1
235,1094,2,1
236,1094,1,1
237,1094,33,1
238,1095,7,1
239,1095,26,2
240,1095,29,1
241,1095,27,2
242,1096,20,1
243,1096,17,1
244,1096,35,1
245,1096,23,1
246,1097,3,1
247,1097,5,1
248,1097,2,1
249,1098,20,1
250,1098,17,1
251,1098,35,1
252,1099,8,1
253,1099,10,1
254,1099,24,1
255,1100,5,1
256,1100,26,1
257,1100,29,2
258,1100,27,1
259,1101,16,1
260,1102,7,1
261,1102,22,2
262,1102,23,1
263,1102,21,2
264,1103,1,1
265,1104,20,1
266,1104,5,1
267,1104,1,1
268,1104,19,1
269,1105,6,1
270,1105,9,1
271,1105,27,2
272,1105,23,1
273,1106,36,1
274,1106,20,1
275,1106,25,3
276,1106,14,1
277,1107,79,1
278,1107,30,2
279,1107,77,1
280,1108,62,2
281,1108,18,1
282,1108,65,1
283,1109,50,1
284,1110,25,1
285,1111,2,3
286,1111,35,1
287,1112,26,1
288,1112,27,3
289,1112,9,1
290,1113,42,1
291,1113,59,2
292,1113,32,1
293,1114,41,3
294,1114,51,1
295,1114,79,1
296,1115,5,1
297,1115,67,2
298,1115,14,1
299,1116,67,1
300,1116,69,2
301,1116,51,3
302,1116,6,1
303,1116,72,1
304,1117,37,1
305,1117,60,3
306,1117,22,2
307,1117,55,3
308,1118,58,2
309,1118,12,1
310,1119,70,1
311,1119,18,1
312,1119,51,1
313,1120,26,1
314,1120,59,1
315,1121,21,1
316,1121,16,1
317,1121,12,1
318,1122,50,1
319,1122,66,1
320,1123,6,3
321,1123,22,1
322,1124,20,1
323,1124,21,2
324,1124,19,1
325,1125,58,1
326,1125,37,1
327,1126,26,1
328,1127,2,2
329,1127,59,1
330,1127,64,1
331,1128,31,1
332,1128,28,1
333,1128,76,1
334,1128,61,1
335,1129,36,1
336,1129,80,1
337,1129,72,2
338,1129,27,1
339,1130,74,3
340,1130,78,1
341,1130,39,1
342,1130,43,1
343,1131,79,2
344,1131,77,1
345,1131,74,1
346,1132,5,2
347,1132,12,1
348,1133,9,1
349,1133,55,1
350,1133,71,2
351,1133,38,1
352,1134,27,1
353,1134,79,1
354,1135,68,1
355,1135,12,2
356,1135,62,1
357,1135,78,1
358,1135,37,1
359,1136,79,2
360,1136,73,1
361,1136,64,2
362,1136,67,2
363,1137,38,3
364,1138,4,1
365,1139,27,1
366,1139,79,1
367,1139,54,1
368,1140,2,1
369,1140,26,1
370,1140,37,1
371,1141,1,2
372,1141,15,1
373,1142,79,1
374,1142,4,2
375,1142,23,3
376,1143,61,1
377,1143,5,1
378,1144,69,2
379,1144,43,1
380,1144,60,2
381,1145,39,1
382,1145,73,1
383,1145,41,1
384,1146,46,3
385,1146,9,1
386,1147,49,1
387,1148,74,1
388,1148,78,1
389,1148,50,2
390,1149,41,1
391,1149,5,1
392,1150,48,1
393,1150,58,1
394,1150,39,1
395,1150,28,1
396,1151,12,1
397,1152,62,3
398,1153,44,3
399,1154,68,1
400,1154,40,2
401,1154,42,2
402,1155,17,1
403,1155,27,2
404,1155,5,1
405,1155,59,1
406,1156,77,2
407,1157,6,1
408,1157,14,2
409,1158,74,1
410,1158,40,1
411,1159,37,1
412,1160,57,1
413,1160,16,1
414,1161,80,1
415,1162,70,1
416,1163,19,1
417,1163,37,1
418,1164,44,1
419,1164,70,1
420,1165,7,1
421,1165,14,1
422,1166,77,1
423,1166,76,2
424,1167,46,1
425,1167,40,1
426,1168,69,1
427,1168,11,1
428,1168,60,2
429,1169,13,2
430,1169,59,2
431,1169,40,1
432,1170,29,1
433,1171,34,2
434,1171,47,2
435,1171,51,2
436,1171,24,2
437,1172,4,1
438,1172,9,1
439,1173,22,2
440,1173,37,1
441,1174,14,1
442,1175,14,1
443,1175,42,2
444,1175,72,1
445,1176,53,1
446,1176,31,1
447,1177,50,1
448,1177,9,3
449,1177,44,1
450,1177,27,1
451,1177,76,2
452,1178,10,2
453,1179,63,1
454,1179,15,1
455,1179,76,1
456,1180,40,1
457,1180,52,1
458,1181,49,1
459,1181,42,1
460,1181,64,1
461,1182,75,3
462,1183,1,1
463,1183,19,1
464,1183,20,1
465,1184,27,1
466,1184,41,2
467,1185,56,1
468,1185,45,1
469,1185,12,1
470,1186,38,3
471,1186,8,3
472,1186,48,1
473,1187,46,2
474,1187,15,2
475,1188,76,1
476,1189,49,1
477,1189,52,1
478,1190,61,1
479,1190,18,2
480,1190,25,1
481,1191,37,1
482,1191,17,1
483,1192,63,2
484,1193,18,3
485,1193,11,1
486,1193,54,1
487,1193,59,1
488,1193,78,2
489,1194,29,1
490,1194,24,1
491,1195,31,1
492,1195,65,3
493,1196,5,1
494,1196,73,1
495,1197,11,2
496,1197,19,1
497,1198,36,1
498,1198,60,1
499,1198,67,1
500,1198,11,1
501,1199,10,1
502,1199,70,1
503,1199,75,1
504,1200,61,3
505,1200,59,1
506,1200,66,1
507,1201,38,1
508,1201,22,3
509,1202,73,1
510,1202,34,1
511,1202,8,1
512,1203,38,1
513,1203,80,1
514,1203,4,1
515,1204,36,1
516,1204,33,2
517,1204,17,1
518,1204,79,1
519,1205,76,2
520,1206,48,2
521,1206,23,1
522,1206,34,1
523,1207,5,3
524,1207,44,3
525,1208,20,2
526,1208,64,1
527,1209,57,1
528,1209,22,2
529,1210,34,1
530,1210,15,1
531,1211,61,1
532,1211,69,2
533,1212,34,1
534,1212,19,1
535,1213,58,2
536,1213,49,3
537,1214,6,1
538,1214,13,3
539,1214,69,1
540,1215,35,2
541,1215,43,1
542,1215,13,2
543,1215,33,2
544,1216,76,1
545,1216,25,2
546,1216,67,1
547,1217,2,1
548,1217,9,1
549,1218,58,1
550,1219,33,1
551,1219,25,1
552,1219,5,3
553,1220,28,2
554,1220,77,1
555,1220,16,2
556,1221,73,2
557,1222,15,2
558,1223,60,1
559,1223,10,3
560,1224,55,1
561,1224,42,2
562,1225,8,1
563,1225,49,3
564,1226,34,1
565,1226,23,1
566,1227,79,1
567,1227,51,1
568,1227,23,1
569,1227,63,1
570,1228,57,2
571,1229,10,1
572,1230,58,1
573,1230,3,1
574,1230,64,3
575,1231,35,3
576,1231,20,1
577,1231,43,1
578,1232,63,2
579,1232,62,2
580,1232,56,2
581,1232,52,1
582,1233,62,1
583,1234,46,2
584,1234,43,1
585,1235,12,2
586,1235,47,1
587,1235,69,2
588,1236,38,1
589,1236,26,3
590,1236,23,2
591,1237,50,1
592,1237,14,1
593,1238,57,2
594,1239,25,1
595,1240,31,1
596,1240,63,1
597,1240,50,3
598,1240,9,2
599,1240,70,3
600,1241,44,1
601,1242,6,1
602,1242,52,2
603,1242,16,1
604,1243,69,3
605,1243,20,1
606,1243,75,1
607,1243,30,2
608,1244,80,1
609,1244,6,1
610,1245,7,3
611,1246,13,1
612,1246,59,1
613,1246,79,2
614,1247,64,1
615,1248,9,1
616,1248,26,2
617,1248,55,2
618,1249,16,1
619,1249,74,1
620,1250,28,1
621,1250,6,1
622,1250,76,2
623,1250,23,1
624,1250,43,1
625,1251,32,3
626,1252,13,2
627,1253,49,2
628,1253,21,1
629,1253,3,1
630,1254,76,2
631,1254,37,1
632,1254,54,1
633,1254,61,1
634,1255,23,2
635,1255,79,1
636,1256,79,1
637,1256,12,1
638,1256,39,1
639,1257,68,3
640,1258,70,1
641,1258,65,1
642,1258,29,1
643,1259,15,2
644,1260,61,1
645,1260,64,3
646,1260,23,1
647,1261,27,1
648,1261,56,1
649,1262,59,3
650,1262,6,1
651,1262,14,2
652,1262,7,1
653,1263,31,2
654,1264,42,1
655,1264,54,2
656,1265,15,1
657,1265,42,1
658,1266,26,2
659,1266,49,1
660,1267,7,1
661,1267,56,3
662,1268,50,1
663,1268,48,2
664,1269,35,1
665,1269,26,2
666,1269,43,1
667,1270,60,1
668,1271,44,1
669,1272,21,3
670,1272,79,1
671,1273,30,1
672,1273,12,1
673,1274,28,1
674,1274,76,2
675,1274,61,2
676,1274,60,1
677,1275,75,2
678,1275,29,1
679,1276,74,2
680,1277,6,2
681,1277,61,1
682,1278,51,2
683,1278,62,2
684,1279,64,1
685,1280,2,3
686,1280,53,1
687,1281,12,1
688,1281,3,1
689,1282,74,3
690,1282,75,1
691,1282,4,1
692,1283,24,2
693,1283,48,1
694,1283,60,1
695,1284,43,1
696,1284,68,1
697,1285,79,1
698,1285,70,1
699,1286,80,1
700,1286,43,3
701,1286,8,1
702,1287,50,1
703,1288,47,2
704,1288,23,1
705,1288,72,2
706,1289,43,1
707,1290,62,2
708,1291,27,1
709,1291,29,1
710,1291,42,2
711,1292,9,1
712,1292,48,1
713,1293,16,2
714,1293,61,2
715,1294,38,1
716,1294,58,2
717,1295,9,1
718,1295,25,2
719,1295,59,1
720,1295,12,3
721,1296,36,1
722,1297,20,2
723,1298,3,1
724,1298,38,2
725,1299,61,2
726,1299,45,1
727,1299,54,1
728,1299,57,1
729,1300,67,1
730,1300,43,2
731,1300,53,2
732,1301,68,1
733,1301,71,1
734,1302,40,1
735,1303,62,3
736,1303,48,2
737,1304,46,1
738,1305,80,3
739,1305,21,2
740,1305,69,2
741,1305,37,2
742,1305,24,1
743,1306,6,3
744,1307,57,1
745,1307,34,1
746,1308,41,1
747,1308,45,1
748,1308,19,1
749,1309,4,3
750,1309,52,2
751,1310,41,3
752,1310,20,1
753,1310,1,2
754,1310,70,1
755,1311,74,2
756,1311,19,2
757,1312,44,1
758,1312,15,1
759,1312,62,1
760,1312,6,1
761,1313,58,1
762,1313,46,1
763,1313,12,1
764,1314,36,1
765,1314,26,1
766,1315,12,1
767,1315,66,1
768,1316,66,1
769,1316,8,2
770,1316,47,1
771,1317,2,1
772,1317,37,1
773,1318,72,1
774,1318,12,2
775,1319,54,1
776,1319,57,2
777,1319,37,2
778,1320,54,1
779,1320,18,1
780,1320,76,1
781,1321,68,1
782,1321,43,1
783,1321,9,3
784,1321,76,1
785,1321,49,1
786,1322,18,2
787,1322,26,1
788,1322,24,1
789,1323,39,1
790,1323,75,1
791,1323,64,1
792,1324,34,1
793,1325,61,1
794,1325,16,1
795,1325,37,2
796,1326,16,2
797,1327,9,2
798,1327,77,1
799,1328,34,3
800,1328,61,2
801,1329,74,2
802,1329,3,1
803,1330,41,1
804,1331,46,1
805,1331,21,1
806,1331,7,3
807,1332,38,1
808,1332,68,1
809,1333,24,2
810,1334,22,1
811,1334,70,1
812,1335,39,1
813,1335,35,1
814,1335,47,2
815,1336,67,1
816,1337,53,1
817,1337,44,1
818,1337,21,1
819,1338,72,1
820,1339,68,2
821,1339,69,2
822,1339,71,1
823,1340,15,1
824,1340,17,2
825,1340,3,1
826,1340,62,1
827,1341,67,2
828,1341,44,1
829,1341,23,1
830,1341,39,2
831,1341,4,2
832,1342,27,3
833,1342,17,1
834,1343,15,2
835,1343,10,2
836,1343,3,1
837,1344,66,1
838,1345,33,1
839,1345,6,2
840,1346,16,1
841,1346,78,1
842,1346,27,2
843,1347,19,2
844,1348,75,2
845,1348,45,2
846,1348,46,1
847,1348,21,1
848,1349,75,2
849,1350,25,1
850,1350,37,2
851,1351,13,3
852,1352,61,1
853,1352,47,3
854,1352,76,1
855,1352,24,1
856,1353,28,1
857,1353,66,1
858,1354,16,1
859,1354,60,1
860,1354,15,1
861,1354,67,2
862,1354,18,1
863,1355,50,1
864,1355,37,2
865,1356,57,1
866,1356,29,3
867,1356,71,1
868,1357,61,3
869,1357,48,1
870,1357,23,1
871,1357,2,1
872,1358,11,1
873,1358,16,2
874,1358,19,3
875,1359,22,3
876,1359,9,1
877,1359,47,1
878,1360,16,2
879,1360,30,2
880,1360,55,1
881,1360,64,2
882,1360,36,2
883,1361,46,3
884,1361,61,1
885,1361,78,1
886,1361,52,1
887,1362,63,1
888,1363,18,2
889,1363,4,2
890,1363,13,1
891,1364,23,1
892,1365,20,1
893,1365,39,2
894,1365,80,2
895,1366,64,1
896,1366,60,2
897,1367,34,1
898,1367,70,2
899,1368,5,2
900,1368,56,1
901,1369,49,1
902,1369,57,1
903,1370,39,1
904,1370,22,1
905,1371,63,2
906,1371,15,2
907,1371,73,2
908,1372,61,2
909,1372,72,1
910,1373,64,3
911,1373,76,1
912,1374,37,1
913,1374,42,1
914,1375,47,1
915,1376,4,1
916,1376,44,1
917,1376,49,1
918,1377,32,1
919,1377,31,1
920,1378,9,1
921,1378,40,1
922,1378,15,1
923,1378,44,2
924,1379,66,1
925,1379,54,2
926,1380,41,1
927,1380,49,1
928,1381,63,1
929,1382,44,2
930,1382,64,2
931,1382,65,1
932,1383,56,1
933,1383,26,2
934,1384,69,1
935,1384,28,1
936,1384,37,1
937,1385,80,1
938,1385,12,1
939,1385,75,1
940,1386,61,1
941,1386,55,1
942,1386,27,2
943,1387,39,2
944,1387,56,1
945,1388,33,1
946,1388,80,2
947,1389,3,2
948,1389,67,1
949,1390,60,1
950,1391,79,2
951,1391,56,1
952,1391,73,1
953,1392,31,2
954,1392,20,2
955,1393,53,1
956,1393,41,2
957,1393,9,1
958,1394,21,2
959,1394,33,1
960,1395,20,1
961,1396,40,1
962,1397,56,1
963,1397,55,1
964,1398,18,1
965,1399,36,1
966,1399,71,1
967,1399,23,2
968,1400,8,1
969,1400,11,2
970,1400,41,3
971,1401,47,1
972,1401,12,2
973,1402,31,2
974,1402,15,3
975,1402,74,1
976,1403,68,2
977,1403,33,1
978,1403,64,1
979,1404,43,2
980,1404,75,2
981,1404,50,3
982,1405,14,1
983,1406,57,1
984,1406,53,1
985,1406,33,3
986,1406,76,1
987,1406,8,1
988,1407,36,1
989,1407,19,1
990,1407,47,1
991,1408,78,2
992,1408,5,2
993,1408,7,1
994,1409,40,3
995,1409,47,2
996,1410,31,1
997,1410,57,3
998,1411,33,1
999,1411,39,2
1000,1412,27,2
1001,1413,57,1
1002,1414,53,2
1003,1414,5,3
1004,1414,36,1
1005,1414,11,1
1006,1415,55,2
1007,1415,13,1
1008,1415,21,1
1009,1416,71,2
1010,1416,42,2
1011,1416,59,1
1012,1417,57,2
1013,1418,52,1
1014,1419,74,1
1015,1419,11,1
1016,1420,17,2
1017,1420,77,1
1018,1420,53,1
1019,1421,34,2
1020,1421,23,2
1021,1421,76,1
1022,1422,24,2
1023,1422,51,3
1024,1423,29,1
1025,1423,3,3
1026,1423,72,3
1027,1423,79,1
1028,1424,22,1
1029,1424,7,1
1030,1424,52,1
1031,1425,22,1
1032,1425,73,3
1033,1425,16,1
1034,1425,2,2
1035,1425,68,1
1036,1426,25,2
1037,1426,35,1
1038,1426,37,1
1039,1427,28,3
1040,1428,25,1
1041,1428,54,2
1042,1429,34,1
1043,1430,32,1
1044,1430,48,1
1045,1431,61,1
1046,1432,51,2
1047,1432,28,2
1048,1433,33,1
1049,1433,10,1
1050,1433,13,3
1051,1434,46,3
1052,1434,78,3
1053,1435,6,1
1054,1435,1,1
1055,1436,51,1
1056,1436,48,2
1057,1437,23,1
1058,1438,44,1
1059,1438,60,1
1060,1439,19,1
1061,1439,34,1
1062,1440,36,2
1063,1441,37,1
1064,1441,34,2
1065,1441,79,1
1066,1441,67,3
1067,1442,20,1
1068,1442,72,1
1069,1442,57,1
1070,1443,34,1
1071,1444,15,1
1072,1444,64,1
1073,1445,63,1
1074,1445,59,2
1075,1445,64,1
1076,1446,27,1
1077,1446,37,1
1078,1447,35,2
1079,1447,73,1
1080,1448,1,2
1081,1448,68,1
1082,1449,32,1
1083,1449,64,2
1084,1449,13,2
1085,1449,43,1
1086,1450,14,1
1087,1450,42,1
1088,1451,62,1
1089,1451,59,1
1090,1451,35,3
1091,1452,58,1
1092,1452,42,2
1093,1452,73,2
1094,1453,8,1
1095,1453,10,1
1096,1454,33,1
1097,1455,52,1
1098,1455,12,1
1099,1455,3,1
1100,1455,27,3
1101,1455,21,1
1102,1456,56,3
1103,1456,40,1
1104,1457,13,1
1105,1457,48,1
1106,1458,61,1
1107,1458,35,2
1108,1458,73,2
1109,1458,77,1
1110,1459,55,1
1111,1459,12,1
1112,1460,29,3
1113,1460,20,1
1114,1461,11,1
1115,1461,38,3
1116,1461,60,1
1117,1462,17,2
1118,1463,32,1
1119,1463,67,1
1120,1464,6,1
1121,1464,66,1
1122,1465,73,2
1123,1466,75,2
1124,1466,11,1
1125,1467,60,2
1126,1467,23,1
1127,1467,24,1
1128,1468,41,2
1129,1468,76,1
1130,1468,59,2
1131,1469,24,1
1132,1469,28,2
1133,1470,14,1
1134,1470,56,1
1135,1470,69,1
1136,1471,59,2
1137,1471,52,1
1138,1471,78,2
1139,1472,51,1
1140,1472,39,1
1141,1472,12,1
1142,1473,25,2
1143,1474,19,1
1144,1475,69,1
1145,1475,25,2
1146,1476,55,1
1147,1477,20,2
1148,1478,63,1
1149,1478,61,1
1150,1479,38,1
1151,1480,7,1
1152,1480,43,2
1153,1480,2,1
1154,1481,64,1
1155,1481,75,1
1156,1482,63,1
1157,1482,52,1
1158,1483,63,1
1159,1483,30,1
1160,1483,8,1
1161,1484,54,2
1162,1485,80,3
1163,1486,56,1
1164,1486,3,2
1165,1487,57,1
1166,1487,30,1
1167,1488,78,2
1168,1488,60,2
1169,1488,17,1
1170,1489,47,2
1171,1489,61,2
1172,1490,37,1
1173,1490,12,1
1174,1490,62,1
1175,1491,54,3
1176,1492,31,1
1177,1492,27,3
1178,1493,34,2
1179,1493,46,1
1180,1494,65,1
1181,1494,5,1
1182,1494,9,1
1183,1494,44,1
1184,1495,44,2
1185,1495,46,2
1186,1496,20,1
1187,1496,66,1
1188,1497,57,2
1189,1498,15,1
1190,1498,14,1
1191,1498,79,1
1192,1498,72,1
1193,1498,6,1
1194,1499,57,2
1195,1499,65,1
1196,1499,64,1
1197,1500,18,2
1198,1500,16,1
1199,1501,1,2
1200,1501,32,1
1201,1502,22,1
1202,1502,11,2
1203,1503,32,2
1204,1503,20,1
1205,1504,18,3
1206,1504,55,2
1207,1504,53,3
1208,1505,47,1
1209,1505,4,2
1210,1506,67,1
1211,1506,9,1
1212,1506,11,2
1213,1507,51,2
1214,1507,5,1
1215,1508,8,1
1216,1508,67,2
1217,1508,38,1
1218,1508,54,1
1219,1509,45,3
1220,1509,2,1
1221,1509,36,1
1222,1510,27,1
1223,1510,70,1
1224,1511,45,2
1225,1511,52,2
1226,1512,69,1
1227,1513,17,1
1228,1513,67,1
1229,1513,70,1
1230,1514,21,1
1231,1514,3,2
1232,1515,31,2
1233,1515,39,3
1234,1516,8,2
1235,1517,65,1
1236,1517,46,2
1237,1518,58,1
1238,1518,39,3
1239,1518,74,2
1240,1518,1,3
1241,1519,69,1
1242,1519,77,1
1243,1520,74,1
1244,1520,18,1
1245,1520,49,1
1246,1521,47,1
1247,1521,59,2
1248,1522,11,1
1249,1522,12,1
1250,1522,8,1
1251,1523,68,1
1252,1524,51,1
1253,1524,34,1
1254,1525,63,1
1255,1525,54,2
1256,1525,21,1
1257,1525,19,2
1258,1525,65,2
1259,1526,28,1
1260,1527,21,3
1261,1528,16,2
1262,1528,78,1
1263,1529,38,1
1264,1529,6,1
1265,1530,48,1
1266,1530,39,1
1267,1531,76,1
1268,1532,40,2
1269,1532,37,1
1270,1532,28,1
1271,1532,24,1
1272,1533,54,1
1273,1533,62,3
1274,1533,74,2
1275,1533,40,1
1276,1534,78,1
1277,1534,17,1
1278,1534,18,1
1279,1535,42,2
1280,1535,12,2
1281,1536,30,1
1282,1536,51,1
1283,1537,57,2
1284,1537,36,2
1285,1537,12,1
1286,1538,40,1
1287,1538,72,1
1288,1538,16,3
1289,1539,7,1
1290,1539,73,2
1291,1540,3,2
1292,1540,16,1
1293,1541,36,1
1294,1541,27,1
1295,1541,32,1
1296,1541,75,1
1297,1541,57,1
1298,1542,44,1
1299,1542,56,1
1300,1542,24,1
1301,1542,54,1
1302,1543,70,1
1303,1543,22,1
1304,1543,37,1
1305,1543,19,1
1306,1543,24,1
1307,1544,42,2
1308,1544,24,1
1309,1544,4,1
1310,1545,42,1
1311,1546,16,2
1312,1546,7,1
1313,1546,26,1
1314,1546,31,2
1315,1547,15,1
1316,1547,35,1
1317,1548,62,1
1318,1548,4,1
1319,1549,35,1
1320,1549,71,1
1321,1549,76,2
1322,1549,13,1
1323,1550,11,1
1324,1550,65,3
1325,1551,22,1
1326,1551,32,1
1327,1552,58,3
1328,1552,6,1
1329,1552,1,2
1330,1552,60,1
1331,1553,62,1
1332,1554,49,2
1333,1554,45,1
1334,1555,37,2
1335,1555,6,1
1336,1555,21,1
1337,1556,16,2
1338,1556,18,3
1339,1557,27,2
1340,1557,79,3
1341,1557,65,1
1342,1557,41,3
1343,1558,35,1
1344,1558,32,1
1345,1558,42,1
1346,1559,18,1
1347,1560,61,1
1348,1561,23,1
1349,1562,63,2
1350,1562,51,1
1351,1562,69,1
1352,1562,11,1
1353,1563,57,3
1354,1563,16,1
1355,1563,46,1
1356,1564,2,1
1357,1564,16,3
1358,1565,29,2
1359,1565,3,2
1360,1566,25,1
1361,1566,12,2
1362,1566,79,1
1363,1567,47,1
1364,1567,5,1
1365,1567,36,2
1366,1567,64,1
1367,1567,78,2
1368,1568,64,1
1369,1568,22,2
1370,1569,78,1
1371,1569,73,1
1372,1570,17,2
1373,1570,34,2
1374,1570,73,2
1375,1571,3,1
1376,1571,69,2
1377,1572,1,1
1378,1572,55,3
1379,1572,7,1
1380,1572,42,2
1381,1573,47,2
1382,1573,67,2
1383,1574,36,3
1384,1575,41,1
1385,1575,1,1
1386,1576,4,3
1387,1576,29,1
1388,1576,55,1
1389,1576,10,1
1390,1577,4,2
1391,1577,62,1
1392,1577,56,1
1393,1578,33,1
1394,1578,32,1
1395,1579,7,1
1396,1579,43,1
1397,1580,77,1
1398,1581,58,1
1399,1581,75,1
1400,1581,16,1
1401,1582,9,1
1402,1582,17,2
1403,1583,79,1
1404,1584,8,1
1405,1585,49,1
1406,1585,52,2
1407,1586,77,2
1408,1587,59,2
1409,1587,50,2
1410,1587,60,1
1411,1588,4,1
1412,1588,59,1
1413,1589,2,1
1414,1590,25,3
1415,1591,66,1
1416,1592,80,1
1417,1592,57,1
1418,1593,17,1
1419,1594,46,1
1420,1594,40,1
1421,1595,61,1
1422,1596,48,1
1423,1596,2,2
1424,1597,31,1
1425,1598,7,1
1426,1598,55,1
1427,1598,45,3
1428,1599,44,2
1429,1599,25,3
1430,1599,61,1
1431,1600,75,3
1432,1600,73,1
1433,1601,21,1
1434,1601,14,2
1435,1602,29,3
1436,1603,30,1
1437,1603,60,1
1438,1603,80,2
1439,1604,49,1
1440,1604,27,3
1441,1604,52,1
1442,1605,4,1
